2L 102 x 89 x 6,88.9,101.6,6.35,15.88,18.45,23.42,171.9,26.06,2.72,2.28,4.32,4.65,5,5.46,0.87
2L 102 x 76 x 16,76.2,101.6,15.88,25.4,40.33,51.48,237.25,43.75,2.15,2.2,4.67,5.03,5.41,5.33,0.93
2L 102 x 76 x 13,76.2,101.6,12.7,22.23,32.89,42,199.37,36.05,2.18,2.09,4.6,4.95,5.33,5.31,0.93
2L 102 x 76 x 10,76.2,101.6,9.53,19.05,25.15,32.13,157.75,27.86,2.22,1.97,4.55,4.9,5.26,5.28,0.92
2L 102 x 76 x 8,76.2,101.6,7.94,17.46,21.13,27.03,134.86,23.6,2.24,1.91,4.52,4.85,5.23,5.26,0.92
2L 102 x 76 x 6,76.2,101.6,6.35,15.88,17.11,21.81,110.72,19.17,2.25,1.84,4.47,4.83,5.18,5.23,0.92
2L 89 x 76 x 13,76.2,88.9,12.7,22.23,30.66,38.97,193.55,35.72,2.23,2.21,3.94,4.29,4.67,4.78,0.89
2L 89 x 76 x 11,76.2,88.9,11.11,20.64,27.08,34.45,173.98,31.79,2.25,2.15,3.91,4.24,4.62,4.78,0.89
2L 89 x 76 x 10,76.2,88.9,9.53,19.05,23.51,29.87,153.59,27.69,2.27,2.09,3.86,4.22,4.6,4.78,0.89
2L 89 x 76 x 8,76.2,88.9,7.94,17.46,19.79,25.23,131.53,23.6,2.29,2.03,3.84,4.19,4.55,4.75,0.88
2L 89 x 76 x 6,76.2,88.9,6.35,15.88,16.07,20.39,108.64,19.17,2.31,1.96,3.81,4.14,4.52,4.75,0.88
2L 89 x 64 x 13,63.5,88.9,12.7,22.23,27.98,35.68,113.21,24.74,1.78,1.78,4.11,4.47,4.85,4.62,0.94
2L 89 x 64 x 10,63.5,88.9,9.53,19.05,21.58,27.42,90.32,19.34,1.82,1.66,4.04,4.39,4.78,4.6,0.93
2L 89 x 64 x 8,63.5,88.9,7.94,17.46,18.16,23.1,77.84,16.39,1.84,1.61,4.01,4.37,4.75,4.57,0.93
2L 89 x 64 x 6,63.5,88.9,6.35,15.88,14.7,18.71,64.52,13.42,1.86,1.54,3.99,4.32,4.7,4.57,0.93
2L 76 x 64 x 13,63.5,76.2,12.7,22.23,25.45,32.32,107.39,24.09,1.82,1.89,3.43,3.78,4.17,4.09,0.91
2L 76 x 64 x 11,63.5,76.2,11.11,20.64,22.47,28.65,96.98,21.47,1.84,1.84,3.4,3.76,4.14,4.06,0.9
2L 76 x 64 x 10,63.5,76.2,9.53,19.05,19.49,24.9,85.74,18.85,1.86,1.78,3.35,3.71,4.09,4.06,0.9
2L 76 x 64 x 8,63.5,76.2,7.94,17.46,16.52,20.97,74.09,15.96,1.88,1.72,3.33,3.68,4.06,4.04,0.89
2L 76 x 64 x 6,63.5,76.2,6.35,15.88,13.35,17.03,61.19,13.01,1.89,1.66,3.3,3.66,4.01,4.04,0.89
