HSS 12 x 8 x 5/8,12,8,0.581,76.1,21,397,66.1,4.34,210,52.5,3.16,82.1,61.9,454
HSS 12 x 8 x 1/2,12,8,0.465,62.3,17.2,333,55.6,4.41,178,44.4,3.21,68.1,51.5,377
HSS 12 x 8 x 3/8,12,8,0.349,47.8,13.2,262,43.7,4.47,140,35.1,3.27,53,40.1,293
HSS 12 x 8 x 5/16,12,8,0.291,40.3,11.1,224,37.4,4.5,120,30.1,3.29,44.9,34.1,248
HSS 12 x 8 x 1/4,12,8,0.233,32.6,8.96,184,30.6,4.53,98.8,24.7,3.32,36.6,27.8,202
HSS 12 x 8 x 3/16,12,8,0.174,24.7,6.76,140,23.4,4.56,75.7,18.9,3.35,27.8,21.1,153
HSS 12 x 6 x 5/8,12,6,0.581,67.6,18.7,321,53.4,4.14,107,35.5,2.39,68.8,42.1,271
HSS 12 x 6 x 1/2,12,6,0.465,55.5,15.3,271,45.2,4.21,91.1,30.4,2.44,57.4,35.2,227
HSS 12 x 6 x 3/8,12,6,0.349,42.7,11.8,215,35.9,4.28,72.9,24.3,2.49,44.8,27.7,178
HSS 12 x 6 x 5/16,12,6,0.291,36,9.92,184,30.7,4.31,62.8,20.9,2.52,38.1,23.6,152
HSS 12 x 6 x 1/4,12,6,0.233,29.2,8.03,151,25.2,4.34,51.9,17.3,2.54,31.1,19.3,124
HSS 12 x 6 x 3/16,12,6,0.174,22.2,6.06,116,19.4,4.38,40,13.3,2.57,23.7,14.7,94.6
HSS 12 x 4 x 5/8,12,4,0.581,59.1,16.4,245,40.8,3.87,40.4,20.2,1.57,55.5,24.5,122
HSS 12 x 4 x 1/2,12,4,0.465,48.7,13.5,210,34.9,3.95,35.3,17.7,1.62,46.7,20.9,105
HSS 12 x 4 x 3/8,12,4,0.349,37.6,10.4,168,28,4.02,28.9,14.5,1.67,36.7,16.6,84.1
HSS 12 x 4 x 5/16,12,4,0.291,31.8,8.76,144,24.1,4.06,25.2,12.6,1.7,31.3,14.2,72.4
HSS 12 x 4 x 1/4,12,4,0.233,25.8,7.1,119,19.9,4.1,21,10.5,1.72,25.6,11.7,59.8
