W 10 x 77,22.6,10.6,0.53,10.2,0.87,07/01/2002,1.37,0.875,77,05/01/2002,2.8,1.2,455,85.9,4.49,154,30.1,2.6,97.6,45.9,5.11,3640,24.8,55,20.4,48.3
W 10 x 68,20,10.4,0.47,10.1,0.77,07/01/2002,1.27,0.875,68,05/01/2002,2.79,1.33,394,75.7,4.44,134,26.4,2.59,85.3,40.1,3.56,3110,24.4,48,17.9,42.2
W 10 x 60,17.6,10.2,0.42,10.1,0.68,07/01/2002,1.18,0.8125,60,05/01/2002,2.77,1.49,341,66.7,4.39,116,23,2.57,74.6,35,2.48,2640,24,41,15.7,36.8
W 10 x 54,15.8,10.1,0.37,10,0.615,07/01/2002,1.12,0.8125,54,05/01/2002,2.75,1.64,303,60,4.37,103,20.6,2.56,66.6,31.3,1.82,2310,23.8,37,14.1,32.9
W 10 x 49,14.4,9.98,0.34,10,0.56,07/01/2002,1.06,0.8125,49,05/01/2002,2.74,1.78,272,54.6,4.35,93.4,18.7,2.54,60.4,28.3,1.39,2070,23.6,33,12.7,29.7
W 10 x 45,13.3,10.1,0.35,8.02,0.62,07/01/2002,1.12,0.8125,45,05/01/2002,2.18,2.03,248,49.1,4.32,53.4,13.3,2.01,54.9,20.3,1.51,1200,19,24,11.3,27
W 10 x 39,11.5,9.92,0.315,7.99,0.53,07/01/2002,1.03,0.8125,39,05/01/2002,2.16,2.34,209,42.1,4.27,45,11.3,1.98,46.8,17.2,0.976,992,18.7,20,9.54,23
W 10 x 33,9.71,9.73,0.29,7.96,0.435,07/01/2002,0.935,0.75,33,05/01/2002,2.14,2.81,171,35,4.19,36.6,9.2,1.94,38.8,14,0.583,791,18.5,16,7.75,18.9
W 10 x 30,8.84,10.5,0.3,5.81,0.51,08/01/2004,0.81,0.6875,30,02/03/2004,1.55,3.53,170,32.4,4.38,16.7,5.75,1.37,36.6,8.84,0.622,414,14.5,11,7,18.1
W 10 x 26,7.61,10.3,0.26,5.77,0.44,08/01/2004,0.74,0.6875,26,02/03/2004,1.54,4.07,144,27.9,4.35,14.1,4.89,1.36,31.3,7.5,0.402,345,14.3,9,5.99,15.5
W 10 x 22,6.49,10.2,0.24,5.75,0.36,08/01/2004,0.66,0.625,22,02/03/2004,1.51,4.91,118,23.2,4.27,11.4,3.97,1.33,26,6.1,0.239,274,14.1,7,4.86,12.8
W 10 x 19,5.62,10.2,0.25,4.02,0.395,08/03/2008,0.695,0.625,19,02/01/2004,1.03,6.45,96.3,18.8,4.14,4.3,2.14,0.874,21.6,3.35,0.233,104,9.89,4,3.67,10.6
W 10 x 17,4.99,10.1,0.24,4.01,0.33,08/03/2008,0.63,0.5625,17,02/01/2004,1.01,7.64,81.9,16.2,4.05,3.6,1.78,0.845,18.7,2.8,0.156,85,9.8,3,3.04,9.15
W 10 x 15,4.41,9.99,0.23,4,0.27,08/03/2008,0.57,0.5625,15,02/01/2004,0.99,9.25,68.9,13.8,3.95,2.9,1.45,0.81,16,2.3,0.104,68,9.72,3,2.47,7.82
W 10 x 12,3.54,9.87,0.19,3.96,0.21,08/03/2008,0.51,0.5625,12,02/01/2004,0.96,11.9,53.8,10.9,3.9,2.2,1.1,0.785,12.6,1.74,0.0547,51,9.56,2,1.91,6.14
W 8 x 67,19.7,9,0.57,8.28,0.935,05/03/2004,1.33,0.9375,67,05/01/2002,2.28,1.16,272,60.4,3.72,88.6,21.4,2.12,70.1,32.7,5.05,1440,16.7,32,14.5,34.8
W 8 x 58,17.1,8.75,0.51,8.22,0.81,05/03/2004,1.2,0.875,58,05/01/2002,2.26,1.31,228,52,3.65,75.1,18.3,2.1,59.8,27.9,3.33,1180,16.3,27,12.4,29.7
W 8 x 48,14.1,8.5,0.4,8.11,0.685,05/03/2004,1.08,0.8125,48,05/01/2002,2.23,1.53,184,43.2,3.61,60.9,15,2.08,49,22.9,1.96,930,15.8,22,10.3,24.2
W 8 x 40,11.7,8.25,0.36,8.07,0.56,05/03/2004,0.954,0.8125,40,05/01/2002,2.21,1.83,146,35.5,3.53,49.1,12.2,2.04,39.8,18.5,1.12,726,15.5,18,8.3,19.7
W 8 x 35,10.3,8.12,0.31,8.02,0.495,05/03/2004,0.889,0.8125,35,05/01/2002,2.2,2.05,127,31.2,3.51,42.6,10.6,2.03,34.7,16.1,0.769,619,15.3,15,7.28,17.1
W 8 x 31,9.12,8,0.285,8,0.435,05/03/2004,0.829,0.75,31,05/01/2002,2.18,2.3,110,27.5,3.47,37.1,9.27,2.02,30.4,14.1,0.536,531,15.1,13,6.34,15
W 8 x 28,8.24,8.06,0.285,6.54,0.465,06/01/2008,0.859,0.625,28,03/01/2002,1.77,2.65,98,24.3,3.45,21.7,6.63,1.62,27.2,10.1,0.537,313,12.4,9,5.52,13.4
W 8 x 24,7.08,7.93,0.245,6.5,0.4,06/01/2008,0.794,0.5625,24,03/01/2002,1.76,3.05,82.7,20.9,3.42,18.3,5.63,1.61,23.1,8.57,0.346,259,12.2,8,4.71,11.3
W 8 x 21,6.16,8.28,0.25,5.27,0.4,06/01/2002,0.7,0.5625,21,02/03/2004,1.41,3.93,75.3,18.2,3.49,9.8,3.71,1.26,20.4,5.69,0.282,152,10.4,5,3.96,10.1
W 8 x 18,5.26,8.14,0.23,5.25,0.33,06/01/2002,0.63,0.5625,18,02/03/2004,1.39,4.7,61.9,15.2,3.43,8,3.04,1.23,17,4.66,0.172,122,10.3,4,3.23,8.37
W 8 x 15,4.44,8.11,0.245,4.01,0.315,06/01/2002,0.615,0.5625,15,02/01/2004,1.03,6.41,48,11.8,3.29,3.4,1.7,0.876,13.6,2.67,0.137,52,7.82,2,2.31,6.64
W 8 x 13,3.84,7.99,0.23,4,0.255,06/01/2002,0.555,0.5625,13,02/01/2004,1.01,7.83,39.6,9.9,3.21,2.7,1.37,0.843,11.4,2.15,0.0871,41,7.74,2,1.86,5.55
W 8 x 10,2.96,7.89,0.17,3.94,0.205,06/01/2002,0.505,0.5,10,02/01/2004,0.99,9.77,30.8,7.8,3.22,2.1,1.06,0.841,8.9,1.66,0.0426,31,7.57,2,1.48,4.29
W 6 x 25,7.36,6.38,0.32,6.08,0.455,04/01/2002,0.754,0.5625,25,03/01/2002,1.66,2.31,53.6,16.8,2.7,17.1,5.61,1.52,19,8.57,0.47,150,9.01,6,3.88,9.39
W 6 x 20,5.89,6.2,0.26,6.02,0.365,04/01/2002,0.664,0.5625,20,03/01/2002,1.64,2.82,41.5,13.4,2.66,13.3,4.41,1.5,15,6.72,0.246,113,8.78,5,3.07,7.38
W 6 x 16,4.74,6.28,0.26,4.03,0.405,04/01/2002,0.655,0.5625,16,02/01/2004,1.08,3.85,32.1,10.2,2.6,4.4,2.2,0.967,11.7,3.39,0.223,38,5.92,2,2.24,5.77
W 6 x 15,4.45,5.99,0.23,5.99,0.26,04/01/2002,0.559,0.5625,15,03/01/2002,1.61,3.85,29.3,9.8,2.56,9.3,3.11,1.45,10.8,4.75,0.105,77,8.58,3,2.15,5.32
W 6 x 12,3.55,6.03,0.23,4,0.28,04/01/2002,0.53,0.5625,12,02/01/2004,1.05,5.38,22.1,7.3,2.49,3,1.5,0.918,8.3,2.32,0.0903,25,5.75,2,1.52,4.08
W 6 x 9,2.68,5.9,0.17,3.94,0.215,04/01/2002,0.465,0.5,9,02/01/2004,1.03,6.96,16.4,5.6,2.47,2.2,1.11,0.905,6.2,1.72,0.0405,18,5.6,1,1.15,3.04
W 6 x 8.5,2.51,5.83,0.17,3.94,0.194,04/01/2002,0.444,0.5,8.5,02/01/2004,1.038,7.63,14.8,5.1,2.43,2,1.01,0.889,5.7,1.55,0.033,16,5.55,1,1.03,2.78
W 5 x 19,5.56,5.15,0.27,5.03,0.43,03/01/2002,0.73,0.4375,19,02/03/2004,1.38,2.38,26.3,10.2,2.17,9.1,3.63,1.28,11.6,5.53,0.316,51,5.94,3,2.42,5.73
W 5 x 16,4.71,5.01,0.24,5,0.36,03/01/2002,0.66,0.4375,16,02/03/2004,1.37,2.78,21.4,8.6,2.13,7.5,3,1.26,9.6,4.58,0.192,41,5.81,3,1.99,4.74
W 4 x 13,3.83,4.16,0.28,4.06,0.345,02/05/2008,0.595,0.5,13,02/01/2004,1.1,2.97,11.3,5.5,1.72,3.9,1.9,1,6.3,2.92,0.151,14,3.87,1,1.24,3.09
M 14 x 18,5.1,14,0.215,4,0.27,12/03/2004,0.625,0,18,02/01/2004,0.91,13,148,21.1,5.38,2.6,1.32,0.719,24.9,2.2,0.11,124,13.7,4,3.6,12.4
M 12 x 11.8,3.47,12,0.177,3.07,0.225,10/07/2008,0.5625,0,11.8,0,0.68,17.4,72.2,12,4.56,1.1,0.709,0.559,14.3,1.15,0.05,38,9.02,2,1.91,7.01
M 12 x 10.8,3.18,12,0.16,3.07,0.21,10/07/2008,0.5625,0,10.8,0,0.69,18.6,66.7,11.1,4.58,1,0.661,0.564,13.2,1.07,0.0393,35,9.01,1,1.79,6.45
M 12 x 10,2.95,12,0.149,3.25,0.18,11,0.5,0,10,0,0.74,20.5,61.7,10.3,4.57,1,0.636,0.592,12.2,1.02,0.0292,36,9.58,1,1.65,5.96
M 10 x 9,2.65,10,0.157,2.69,0.206,08/07/2008,0.5625,0,9,0,0.61,18,39,7.8,3.83,0.7,0.5,0.503,9.2,0.809,0.0314,16,6.59,1,1.28,4.52
M 10 x 8,2.37,9.95,0.141,2.69,0.182,08/07/2008,0.5625,0,8,0,0.61,20.3,34.6,7,3.82,0.6,0.441,0.5,8.2,0.711,0.0224,14,6.57,1,1.13,4.01
M 10 x 7.5,2.22,9.99,0.13,2.69,0.173,09/01/2008,0.4375,0,7.5,0,0.6,21.5,33,6.6,3.85,0.6,0.418,0.503,7.8,0.67,0.0187,14,6.6,1,1.09,3.79
M 8 x 6.5,1.92,8,0.135,2.28,0.189,06/07/2008,0.5625,0,6.5,0,0.53,18.6,18.5,4.6,3.11,0.4,0.329,0.443,5.4,0.529,0.0184,6,4.45,0,0.792,2.66
M 8 x 6.2,1.82,8,0.129,2.28,0.177,07/01/2008,0.4375,0,6.2,0,0.555,19.82,17.6,4.4,3.1,0.4,0.308,0.439,5.2,0.495,0.0156,5,4.46,0,0.745,2.52
M 6 x 4.4,1.29,6,0.114,1.84,0.171,05/01/2004,0.375,0,4.4,0,0.44,19,7.2,2.4,2.36,0.2,0.195,0.372,2.8,0.311,0.0099,2,2.69,0,0.431,1.38
M 6 x 3.7,1.09,5.92,0.098,2,0.129,05/03/2008,0.3125,0,3.7,0,0.496,22.95,6,2,2.34,0.2,0.173,0.398,2.3,0.273,0.0053,1,2.9,0,0.355,1.14
M 5 x 18.9,5.55,5,0.316,5,0.416,03/03/2008,0.8125,0,18.9,02/03/2004,1.29,2.4,24.1,9.6,2.08,7.9,3.14,1.19,11,5.02,0.34,41,5.73,3,2.28,5.53
M 4 x 8,1.75,3.8,0.13,3.8,0.16,02/03/2004,0.5,0,8,02/01/2004,1.035,6.25,4.7,2.5,1.64,1.5,0.771,0.915,2.7,1.18,0.0184,5,3.46,1,0.534,1.3
HP 14 x 117,34.4,14.2,0.805,14.9,0.805,11/01/2004,1.5,1.0625,117,05/01/2002,4,1.19,1220,172,5.96,443,59.5,3.59,194,91.4,8.02,19900,49.9,149,38,96.3
HP 14 x 102,30,14,0.705,14.8,0.705,11/01/2004,1.375,1,102,05/01/2002,3.97,1.34,1050,150,5.92,380,51.4,3.56,169,78.8,5.39,16800,49.2,128,33,83.3
HP 14 x 89,26.1,13.8,0.615,14.7,0.615,11/01/2004,1.3125,0.9375,89,05/01/2002,3.94,1.53,904,131,5.88,326,44.3,3.53,146,67.7,3.59,14200,48.5,110,28.6,71.9
HP 14 x 73,21.4,13.6,0.505,14.6,0.505,11/01/2004,1.1875,0.875,73,05/01/2002,3.9,1.85,729,107,5.84,261,35.8,3.49,118,54.6,2.01,11200,47.8,88,23.3,58.3
HP 13 x 100,29.4,13.15,0.765,13.205,0.765,10/01/2004,1.4375,1,100,05/01/2002,3.54,1.3,886,135,5.49,294,44.5,3.16,153,68.6,6.25,11287,0,0,0,0
HP 13 x 87,25.5,12.95,0.665,13.105,0.665,10/01/2004,1.375,0.9375,87,05/01/2002,3.51,1.49,755,117,5.45,250,38.1,3.13,131,58.5,4.12,9433,0,0,0,0
HP 13 x 73,21.6,12.75,0.565,13.005,0.565,10/01/2004,1.25,0.9375,73,05/01/2002,3.47,1.74,630,98.8,5.4,207,31.9,3.1,110,48.8,2.54,7703,0,0,0,0
HP 13 x 60,17.5,12.54,0.46,12.9,0.46,10/01/2004,1.125,0.875,60,05/01/2002,3.43,2.11,503,80.3,5.36,165,25.5,3.07,89,39,1.39,6008,0,0,0,0
HP 12 x 84,24.6,12.3,0.685,12.3,0.685,09/01/2002,1.375,1,84,05/01/2002,3.29,1.46,650,106,5.14,213,34.6,2.94,120,53.2,4.24,7160,35.6,75,23.1,59
HP 12 x 74,21.8,12.1,0.605,12.2,0.61,09/01/2002,1.3125,0.9375,74,05/01/2002,3.26,1.63,569,93.8,5.11,186,30.4,2.92,105,46.6,2.98,6170,35.2,66,20.4,51.9
HP 12 x 63,18.4,11.9,0.515,12.1,0.515,09/01/2002,1.25,0.875,63,05/01/2002,3.23,1.91,472,79.1,5.06,153,25.3,2.88,88.3,38.7,1.83,4990,34.6,54,17.1,43.3
HP 12 x 53,15.5,11.8,0.435,12,0.435,09/01/2002,1.125,0.875,53,05/01/2002,3.2,2.25,393,66.7,5.03,127,21.1,2.86,74,32.2,1.12,4090,34.2,45,14.3,36.2
HP 10 x 57,16.8,9.99,0.565,10.2,0.565,07/01/2002,1.25,0.8125,57,05/01/2002,2.74,1.73,294,58.8,4.18,101,19.7,2.45,66.5,30.3,1.97,2240,24.1,35,12.9,32.8
HP 10 x 42,12.4,9.7,0.415,10.1,0.42,07/01/2002,1.125,0.75,42,05/01/2002,2.69,2.29,210,43.4,4.13,71.7,14.2,2.41,48.3,21.8,0.813,1540,23.4,25,9.41,23.7
HP 8 x 36,10.6,8.02,0.445,8.15,0.445,05/03/2004,1.125,0.625,36,05/01/2002,2.18,2.21,119,29.8,3.36,40.3,9.88,1.95,33.6,15.2,0.77,578,15.4,14,6.5,16.6
